Estonian;Term_Example;English (United Kingdom);Term_Example;Comments;;
sageduspiirkon|d;;frequency area;;;;
salvestustehnoloogia*;;storage technology;;;;
segaliin*;;mixed line;;;;
segapaigaldis*;;mixed installation;;;;
sekundaarkaab|el;;secondary cable;;;;
sekundaarsead|med;;secondary equipment;;;;
sekundaarühendus*;;secondary connection;;;;
sidekaab|el;;communication cable;;;;
sidekanalisatsioon*;;communication ducts;;;;
sidekap|p;;communication cabinet;;;;
sideruum*;;communications room;;;;
sidevõr|k;;communications network;;;;
sihttase*;;target level;;;;
simulatsioon*;;simulation;;;;
simuleeritud;;simulated;;;;
sisediagnostika*;;internal diagnostics;;;;
sisemai|ne tarbimi|ne;;domestic consumption;;;;
sisendhin|d;;input price;;;;
sisend-väljund punkt*;;entry-exit point;;;;
siseriiklik* ülekandeteenus*;;domestic transmission service;;;;
sissevii|k;;entry penetration;;;;
sissevoolu koondpunkt*;;entry consolidation point;;;;
sond*;;probe;pig;;;
sondikamb|er;;test chamber;pig trap või pig launching/receiving chamber;;;
sondisõlm*;;test station;pigging station;;;
soojak*;;construction shelter;;;;
statistikakaubandus*;;statistics trading;;;;
strateegili|ne reserv*;;strategic reserve;;;;
sulgekraan*;;shut-off valve;;;;
sundventilatsioon*;;forced-air ventilation;;;;
surugaas*;;compressed natural gas;;;;
survekanalisatsioonitrass*;;pressurized sewerage line;;;;
surveproov*;;pressure test;;;;
suundpuurimi|ne;;directional boring;;;;
sängituskih|t;;bed layer;;;;
sünkroonala*;;synchronous area;;;;
sünkroonala stsenaarium*;;synchronous area scenario;;;;
sünkroongeneraator*;;synchronous generator;;;;
sünkroonkompensaator*;;synchronous compensator;;;;
;;;;;;
sünkroontöö*;;synchronous operation;;;;
süsinikdioksiidi emissioonikvoo|t;;carbon dioxide emission allowance, carbon credit;;;;
süsteemihin|d;;system price;;;;
süsteemiteenus*;Süsteemihalduritele ja jaotusvõrguoperaatoritele on plaanis kehtestada kohustus käsitleda tarbimise juhtimist võrdsetel alustel teiste süsteemiteenuste pakkujatega.;system service;"It is planned to impose on TSOs and DSOs the obligation to treat consumption management on equal grounds with other system services providers.

ka 'ancillary service' (direktiivi järgi: ‘ancillary service’ means a service necessary for the operation of a transmission or distribution system, including balancing and non-frequency ancillary services, but not including congestion management";;;
taastuv* allika|s;;renewable source;;;;
taastuvatest allikatest toodetud elekt|er;;electricity produced from renewable sources;;;;
taastuvelekt|er;;renewable electricity;;;;
taastuvenergia*;;renewable energy;;;;
taastuvenergia tasu*;;renewable energy charge;;;;
taastuvenergia toodang*;;renewable energy output;ka 'renewable energy production';;;
taastuvkütus*;;renewable fuel;;;;
tagasitäi|de;;backfill;;;;
talumistasu*;;toleration payment;toleration fee;;;
tarbimise hinnatundlikkus*;;price sensitivity of consumption;;;;
tarbimise jaotus*;;distribution of consumption;;;;
tarbimise juhtimi|ne;;consumption management;pigem 'demand side management', 'demand response';;;
tarbimise prognoos*;;consumption forecast;;;;
tarbimiskoh|t;;place of consumption;point of consumption;;;
tarbimisnõudlus*;;consumption demand;;;;
tarbimistingimus|ed;;consumption conditions;;;;
tarbimisvõimsus*;;consumption capacity;;;;
tariif*;;tariff, list of rates;;;;
tarkvaraanalüütik*;;software analyst;;;;
tarkvaraarendus*;;software development;;;;
"tarkvõrgu platvorm*; tarkvõrguplatvorm*";;smart network platform;peaks olema 'smart grid platform';;;
;;;;;;
tarneallika|s;;source of supply;;;;
teavitamiskohustus*;;notification obligation;;;;
teeküna*;;road ditch;;;;
teenindusplatvorm*;;service platform;;;;
teenindustee*;;service road;;;;
teeservituu|t;;servitude of way;road servitude;;;
tegevusrisk*;;operational risk;;;;
tehnili|ne elu|iga;;technical lifespan;technical lifetime on alternatiiv;;;
tehnili|ne hinnang*;;technical assessment;;;;
tehnili|ne jääkressurs|s;;residual resource value;;;;
tehnili|ne lahendus*;;technical solution;;;;
tehnili|ne projekt*;;technical project;;;;
tehnili|ne seisukor|d;;technical condition;;;;
tehnili|ne ülekandevõimsus*;;technical transmission capacity;;;;
tehnili|ne ülekandevõimsus normaaltalitusel;;technical transmission capacity under normal service;;;;
Tehnilise Järelevalve Amet*;;Technical Regulatory Authority;;;;
tehnorajatise kaitsevöönd*;;protection zone of technical infrastructure;;;;
tehnosüsteem*;;technical utility system;;;;
tehnovõr|k;;utility network;;;;
telekommunikatsioonivõr|k;;telecommunications network;;;;
teostusjoonis*;;as-built drawing;;;;
terasest pöiaosaga turvasaa|pad;;safety boots with a steel toe;safety boots with steel toe cap;;;
teravatt-tun|d;;terawatt-hour;;;;
tertsiaalreserv*;;tertiary reserve;pigem 'replacement reserve'?;;;
testiaruan|ne;;test report;;;;
testijuh|t;;test manager;;;;
testil|ugu;;test case;;;;
testiplaan*;;test plan;;;;
tihendatud killustikalus*;;compacted crushed aggregate base;;;;
tihenduskoefitsien|t;;compaction coefficient;;;;
tipukoormus*;;peak load;;;;
;;;;;;
tipunõudlus*;;peak demand;;;;
tiputarbimi|ne;;peak consumption;;;;
toimepidevuse stsenaarium*;;continuity scenario;;;;
toimingutasu*;;procedural fee;transaction fee /procedural fee on pisut teise alatooniga;;;
toiteklemm*;;power supply terminal;;;;
toiteplok|k;;power supply;;;;
tolmumask*;;dust mask;;;;
tootjapaigaldis*;;producer installation;;;;
tootmismaa*;;production land;;;;
tootmismoodul*;;power-generating module;generating unit;;;
tootmispiisavus*;;generation adequacy;;;;
tootmissead|e;;generation equipment;production device;;;
tootmissuunali|ne võimsus;;generation-oriented capacity;;;;
tootmissuunali|ne võrguühendus*;;generation-oriented network connection;;;;
tootmisvaru*;;generation reserve;;;;
tootmisvõimsus*;;generating capacity;;;;
tootmisvõimsuse puudujää|k;;deficit of generating capacity;;;;
torujuhtme kaevik*;;pipeline trench;;;;
torujuhtme trassikoridor*;;pipeline clearance corridor;;;;
torutellingu|d;;tubular scaffolding;;;;
trafo astmelüliti*;;transformer tap changer;;;;
trafo läbivii|k;;transformer bushing;;;;
trafo õlivann*;;transformer oil bath;;;;
trassikoridor*;;clearance corridor;;;;
tuletöö*;;hot work, work with open flame;;;;
tulevikutehing*;;futures trade;;;;
tunnimõõteandme|d;;hourly metering data;'hourly meter data';;;
turukorraldus*;;market organization;pigem 'market design';;;
turumoonutus*;;market distortion;;;;
turuosali|ne;;market participant;;;;
turuplatvorm*;;market platform;;;;
turutõr|ge;;market disruption;pigem 'market failure' markjet disruption on ok;;;
turvahäiresüsteem*;;security alarm system;;;;
turvarakme|d;;safety harness;;;;
tuuleelektrijaam*;;wind farm;'wind plant'? 'wind power plant';;;
tuuleenergia*;;wind energy;ka 'wind power';;;
tuulepar|k;;wind farm;ka 'wind power plant';;;
tuumaelektrijaam*;;nuclear power plant;;;;
tõhusa koostootmise režiim*;;efficient co-generation mode;;;;
täitejoonis*;;working drawing;ei ole kindel. Working viitabks justkui draftile / as-buit drawing peaks olema;;;
täitematerjal*;;aggregate, filler;;;;
täitepinnas*;;filling earth;;;;
tänavaelemen|t;;street element;;;;
tänavavalgustus*;;street lighting;;;;
tänavavalgustusvõr|k;;streetlighting network;;;;
töökäsk-l|uba;;work order-permit;;;;
tööl|uba;;work permit;;;;
töömaa*;;work area;;;;
tööplatvorm*;;work platform;;;;
Töösisekorraeeskir|i;;Rules of Procedure;Work Organisation rules;;;
vahelduvvoolu liin*;;alternating-current line;;;;
vahelduvvoolu ühendus*;;alternating-current connection;;;;
valguskaablivõr|k;;optical cable network;;;;
varustuskindlus*;;"power supply reliability; security of supply";;;;
;;;;;;
;;;;;;
varustuskindluse aruan|ne;;Security of Supply Report;;;;
varustuskindluse varu*;;security of supply reserve;;;;
vastavusrisk*;;compliance risk;;;;
vastukaubandus*;;countertrading;;;;
vastuvõtutest*;;acceptance test;;;;
vedel* elektrolüü|t;;liquid electrolyte;;;;
voolutrafo*;;current transformer;;;;
võimsuse reserveerimisavaldus*;;reservation application for capacity;;;;
võimsusmehhanism*;;capacity mechanism;;;;
võimsuspõhi|ne;;capacity-based;;;;
võimsusreserv*;;capacity reserve;;;;
võimsustasu*;;capacity fee;;;;
võimsustoo|de;;capacity product;;;;
võimsustur|g;;capacity market;;;;
võrgueeskir|i;;Grid Code;'network code';;;
võrguettevõtja*;;network operator;ka 'system operator', 'grid operator';;;
võrguhaldus*;;network administration;;;;
võrguleping*;;network contract;;;;
võrgupiirang*;;network restriction;pigem 'network/grid congestion';;;
võrgutariif*;;network tariff, network rates;transmission tariff;;;
võrgutasu*;;network fee;transmission fee;;;
võrguteenus*;;network service;;;;
välisvalgustus*;;external lighting;;;;
välisühendus*;;international connection;;;;
värvuskood*;;colour code;;;;
väärtuspunkt*;;merit point;;;;
väävlipuhastussead|e;;desulphurization equipment;;;;
õhuliin*;;overhead line;;;;
õhuliini kaitsevöönd*;;overhead line protection zone;;;;
õigla|ne elektrikaubandus*;;fair trade of electricity;;;;
õlipüüdur*;;oil trap;;;;
õlitäitega;;oil-filled;;;;
õlitäitega võimsuslüliti*;;oil-filled capacity switch;;;;
õlivann*;;oil bath;;;;
äravoolusüvend*;;drainage trench;;;;
"ühi|ne energiatur|g; üht|ne energiatur|g";;single energy market;;;;
ühishuvi*;;common interest;;;;
;;;;;;
üldhuviteenus*;;general-interest service;;;;
ülekandeliin*;;transmission line;;;;
ülekandemah|t;;transmission volume;;;;
ülekandesüsteem*;;transmission system;;;;
ülekandeteenus*;;transmission service;;;;
ülekandevõimsus*;;transmission capacity;;;;
ülekoormustulu*;;congestion income;;;;
;;;;;;
ülelöö|k;;flashover;;;;
;;;;;;
ajutine käiduteade;;interim operational notification or ‘ION;;;;
aktiivvõimsuse juhtimine tarbimiskajaga;;demand response active power control;;;;
aktiivvõimsuse juhtimine väga kiire tarbimiskajaga;;demand response very fast active power control;;;;
alaergutuspiiraja;;underexcitation limiter;;;;
alasagedusega piiratud sagedustundlik seisund;;limited frequency sensitive mode — underfrequency;;;;
asjaomane põhivõrguettevõtja;;relevant TSO;;;;
asjaomane võrguettevõtja;;relevant system operator;;;;
asutus;;entity;;;;
automaatpingeregulaator;;automatic voltage regulator;;;;
avamere energiapargimoodul;;offshore power park module;;;;
avamere võrguühendussüsteem;;offshore grid connection system;;;;
elektrisüsteemi stabilisaator;;power system stabiliser;;;;
energiapargimoodul;;power park module;;;;
ergutuse juhtimissüsteem;;excitation control system;;;;
inerts;;inertia ;;;;
isekäivitusvõime;;black start capability;;;;
juhis;;instruction;;;;
kalle;;slope;;;;
kiire rikkevool;;fast fault current;;;;
koondtarbija;;demand aggregation;;;;
koormus-astmelüliti;;on load tap changer;;;;
koormus-astmelüliti blokeerimine;;on load tap changer blocking;;;;
koormusplokkimine;;block loading;;;;
koostöö simuleerimise aruanne;;co-operation simulation report;;;;
lõplik käiduteade;;final operational notification or ‘FON’;;;;
maismaaühenduspunkt;;onshore grid interconnection point;;;;
minimaalne reguleerimistase;;minimum regulating level;;;;
näivvõimsus;;apparent power;;;;
omatarbetoite talitlus;;houseload operation;;;;
paigaldamisdokument;;installation document;;;;
piiratud käidu teade;;limited operational notification or ‘LON;;;;
pinge;;voltage;;;;
pingestamine;;energisation;;;;
pingestamisteade;;energisation operational notification or ‘EON;;;;
P-Q graafik;;P-Q-capability diagram;;;;
pumpjaam (hüdroakumulatsioonijaam;;pump-storage;;;;
põhitarbimisseade;;main demand equipment;;;;
põhitootmisseade;;main generating plant;;;;
Põhivõrk;;transmission system;;;;
püsitalitluse stabiilsus;;steady-state stability;;;;
reaktiivvõimsuse juhtimine tarbimiskajaga;;demand response reactive power control;;;;
rikkeläbimisvõime;;fault-ride-through;;;;
sageduskaja tundetus;;frequency response insensitivity;;;;
sageduskaja tundetuspiirkond;;frequency response deadband;;;;
sagedustundlik talitlus;;frequency sensitive mode;;;;
seadeväärtus;;setpoint;;;;
seadme tõend;;equipment certificate;;;;
staator;;stator;;;;
stabiilse talitluse miinimumtase;;minimum stable operating level;;;;
statism;;droop;;;;
suletud jaotusvõrk;;closed distribution system;;;;
suurim eksportvõimsus;;maximum export capability;;;;
suurim importvõimsus;;maximum import capability;;;;
sünkroonkompensaatortalitlus;;synchronous compensation operation;;;;
sünkroonmoodul;;synchronous power-generating module;;;;
süsteemi sageduse juhtimine tarbimiskajaga;;demand response system frequency control;;;;
tarbija alapingeline lahtiühendamine;;low voltage demand disconnection;;;;
tarbija alasageduslik lahtiühendamine;;low frequency demand disconnection;;;;
tarbimine;;demand;ka 'consumption' pigem consumption, demand on nõudlus;;;
tarbimiskajaseadme dokument;;demand response unit document;;;;
tarbimisseade;;demand unit;;;;
tarbimisüksus;;demand facility;;;;
tehisinerts;;synthetic inertia;;;;
tootmismooduli dokument;;power-generating module document;;;;
tootmisüksus;;power-generating facility;;;;
tootmisüksuse omanik;;power-generating facility owner;;;;
turvatud rike;;secured fault;;;;
U-Q/Pmax graafik;;U-Q/Pmax-profile;;;;
vastavustõend;;statement of compliance;;;;
volitatud sertifitseerija;;authorised certifier;;;;
vool;;current;;;;
võimsustegur;;power factor;;;;
võrk;;network;;;;
võrguühendus;;grid connection;;;;
ühendusleping;;connection agreement;;;;
ühenduspunkt;;connection point;;;;
üleergutuspiiraja;;overexcitation limiter;;;;
ülekandepiirangu juhtimine tarbimiskajaga;;demand response transmission constraint management;;;;
ülekandevõrguühendusega jaotusvõrk;;transmission-connected distribution system;;;;
ülekandevõrguühendusega jaotusüksus;;transmission-connected distribution facility;;;;
ülekandevõrguühendusega tarbimisüksus;;transmission-connected demand facility;;;;
ülesagedusega piiratud sagedustundlik talitlus;;limited frequency sensitive mode — overfrequency;;;;
;;;;;;
hankedokumendid;;procurement documents;;;;
Elektrisüsteemi toimimise võrgueeskiri ;;Grid Code on the functioning of the electricity system;;;;
elektriosa projekt;;electrical design documentation;;;;
võrguoperaator;;network operator ;;;;
võrguleping ;;grid?contract;;;;
jaotatud tootmine;;distributed generation ;;;;
elektrivõrk;;power grid/network?;;;;
liitumistingimused;;connection conditions;;;;
omatarve;;self-consumption;;;;
nimipinge ;;rated voltage;;;;
sünkroniseerimine;;synchronizing;;;;
modelleerimine;;simulation?;;;;
tarbimiskoht;;point of consumption ;;;;
isolaatorid;;insulator;;;;
koroonarõngad;;;;;;
traavers;;polearm;;;;
visang;;span;;;;
tõmmits;;stay wire ? stay?;;;Test;
maandur;;;;;;
lekkerada;;leak;;;;
komposiitisolaator;;composite insulator;;;;
hajaasustus;;;;;;
harualajaam;;tapped substation ?;;;;
hulknurkskeem;;polygon scheme;;;;
dupleks-skeem;;duplex arrangement;;;;
kaitsemähis;;;;;;
piiriklemmkapp;;;;;;
riviklemmid;;terminal block;;;;
pingeahelad;;;;;;
latipingetrafo;;;;;;
liitumislahter;;;;;;
kolmnurkühendus;;delta-connected device;;;;
šuntreaktor;;shunt reactor;;;;
primaarseade;; primary equipment;;;;
telemaatikaseade;;telematics equipment;;;;
lühisvool;;short-circuit current;;;;
sekundaarseade;;secondary equipment;;;;
kaokoefitsient;;;% of losses;;;
vahelduvvoolutrafo;;ac transformer;;;;
mõõteahel;;measuring circuit;;;;
kõrgepingejuht;;high voltage conductor?;;;;
sagedusregulaator;;frequency regulator;;;;
primaarreguleerimine;;primary control;;;;
reguleerimissätted;;;;;;
tundetustsoon;;dead zone;;;;
väljundvõimsus;;output power;;;;
sagedushälve;;frequency deviation;;;;
simuleeritud sagedus;;simulated frequency;;;;
seiresignaalid;;;monitoring signals?;;;
mahakoormamine;;;;;;
sätteväärtus;;;;;;
latistus;;bus arrangement ?;;;;
puutepinge;;contact voltage;;;;
sammupinge;;pace / step  voltage;;;;
primaarosa;;primaries?;;;;
sekundaarosa;;secondar;secondaries;;;
keskjuhtimissüsteem;;;central control room, central control system;;;
ergutusregulaator;;;;;;
plokkskeem;;block diagram;;;;
võnkesummuti;;power system stabilizer, PSS;;;;
omatarbekoormus;;;;;;
pingelohk;;voltage dip;;;;
siirdetalitlus;;transient mode;;;;
püsitalitlus;;steady-state operation;;;;
pingekaitse sätted;;voltage protection provisions ?;;;;
elektritarviti;;current using equipment;;;;
subsünkroonsed võnkumised;;;;;;
kompenseerimisseadmed;;;;;;
kaugjuhtimissüsteem;;remote control system;;;;
releekaitsesätted;;relay protection provisions ?;;;;
nulljärgnevusparameetrid;;zero sequence conditions?;;;;
maandustakistus;;earth resistance;;;;
aktiivkoormus;;active load;;;;
reaktiivkoormus;;reactive load;;;;
põhiajam;;;;;;
pingemuundur;;voltage transducer;;;;
koormuse kompensaator;;load compensator;;;;
erguti;;exciter;;;;
auruturbiin;;steam turbine;;;;
hüdroturbiin;;water turbine;hydro turbine sobib ka;;;
harmoonik;;harmonic;;;;
Torsioonvõnkumine;;torsion hunting ?;;;;
pikikompenseerimine;;series compensation;;;;
impedantskarakteristik;;impedance characteristic;;;;
Transient- ja ajutised liigpinged;;transient,  temporary overvoltage;;;;
Ferroresonants;;;ferro resonance;;;
võrgutugevdused;;establishing network enhancements ?;;;;
soojuselektrijaam;;thermal power station ?;heating power plant, ikka pigem thermal power plant;;;
;;;;;;
hajutatud tootmine, hajustootmine;;distributed generation;;;;
hajutatud energiatootmisüksused;;DER - distributed energy resources;;;;
;;RES - renewable energy sources;;;;
talumiskohustus;;;;;;
sundvalduse seadmine;;;;;;
projekteerimistingimused;;design requirements;äkki?;;;
ülekandekindlus ;;availability ;;;;
kättesaadavus ;;availability ;;;;
mittekättesaadavus ;;unavaliability ;;;;
töövalmidus ;;availability ;;;;
maksimaalne tehniline ülekandevõimsus ;;Total Transfer Capacity (TTC) ;;;;
täisvõimsusel ;;at full capacity ;;;;
Andmata energia  ;;Undelivered energy, energy not supplied (ENS) ;;;;
talitluskindlus ;;reliability ;;;;
väljalülitumine ;;outage ;;;;
omatarbepingetrafo  ;;power voltage transformer ;;;;
süsteemi juhtimise võimekuse ülevaade ;;general overview on the electricity system’s power balance ;;;;
tiputarbimine ;;peak consumption ;;;;
elektrisüsteemi talitluse parameetrid ;;electricity system’s power balance indicators ;;;;
ristlõige ;;cross-border ;;;;
võimsusvoog ;;power flow ;;;;
energiavoog ;;energy flow ;;;;
läbilaskevõimsus ;;transfer capacity ;;;;
vastukaubandus ;;countertrade ;;;;
ülekoormus ;;congestion ;;;;
operatiivtund ;;operational hour ;;;;
aktiivvõimsus ;;active power ;;;;
võimsusbilanss ;;power balance ;;;;
